Symbol;Name;Sector;Price;Price/Earnings;Dividend Yield;Earnings/Share;52 Week Low;52 Week High;Market Cap;EBITDA;Price/Sales;Sales;Price/Book;SEC Filings
IDXX;IDEXX Laboratories;Health Care;169,28;53,57;0;2,94;198,73;140,63;15422885020.00;478307000.00;797.525;135.005.032;196,21;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IDXX
INFO;IHS Markit Ltd.;Industrials;43,73;26,19;0;1;49,19;37,82;17969275816.00;1018900000.00;50.604;2.212.913;2,24;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INFO
ITW;Illinois Tool Works;Industrials;156,15;23,62;19.089.574;4,86;179,07;126,52;55994378108.00;3924000000.00;39.286.149;6.134.532.166;10,99;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW
ILMN;Illumina Inc;Health Care;209,54;52,25;0;4,92;248,97;1.580.203;32295200000.00;1192000000.00;11.713.953;2.454.541.712;10,89;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ILMN
INCY;Incyte;Health Care;83,92;-119,89;0;0,54;153,15;84,21;18220961259.00;-81686000.00;1.702.699;142.890.500;10,25;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INCY
IR;Ingersoll-Rand PLC;Industrials;87,6;19,38;19.739.007;5,07;97,67;77,26;22785450609.00;1987100000.00;16.147.361;1.414.508.824;3,34;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR
INTC;Intel Corp.;Information Technology;42,75;12,32;26.548.672;1,98;50,85;33,23;211536000000.00;26247000000.00;3.348.876;143.164.449;3,34;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC
ICE;Intercontinental Exchange;Financials;67;22,95;54.298.644;2,37;761.378;56,8;41373051167.00;3103000000.00;9.619.987;644.539.129;2,62;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE
IBM;International Business Machines;Information Technology;147,59;10,67;38.999.026;6,11;182,79;139,13;142433003505.00;16557000000.00;1.817.167;268.195.678;7,7;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM
IP;International Paper;Materials;56,05;15,57;3.206.751;5,14;66,94;49,6;24465996443.00;3004000000.00;10.738.261;601.879.529;4,99;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP
IPG;Interpublic Group;Consumer Discretionary;21,34;15,46;33.802.817;1,49;25,71;18,3;8277363031.00;1074900000.00;14.712.903;313.973.350;4,01;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG
IFF;Intl Flavors & Fragrances;Materials;138;24,17;19.341.276;5,05;157,4;116,3;11270040447.00;699963000.00;44.208.813;6.100.816.194;6,34;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF
INTU;Intuit Inc.;Information Technology;152,75;40,52;0,96720195;3,72;170,59;111,9;41233771565.00;1654000000.00;9.633.731;1.471.552.410;33,5;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU
ISRG;Intuitive Surgical Inc.;Health Care;381,87;48,58;0;5,67;452;23.310.643;44866621303.00;1153700000.00;14.655.261;5.596.404.518;9,48;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG
IVZ;Invesco Ltd.;Financials;31,92;11,87;3.466.826;2,74;38,43;29,36;13620847614.00;1606200000.00;26.513.786;846.320.049;1,62;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ
IQV;IQVIA Holdings Inc.;Health Care;95,23;21,74;0;0,76;110,67;75,94;20426488713.00;1542000000.00;28.477.087;2.711.872.995;2,77;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV
IRM;Iron Mountain Incorporated;Real Estate;32,07;15,42;708.258;0,46;41,53;32,05;9410249279.00;1116140000.00;32.898.626;1.055.058.936;4,97;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM
JBHT;J. B. Hunt Transport Services;Industrials;114,81;30,62;0,8139042;6,19;126,49;83,35;12945366350.00;1007309000.00;17.697.402;2.031.838.724;8,55;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT
JEC;Jacobs Engineering Group;Industrials;62,82;19,45;0,9089532;2,43;72,18;49,31;9326484316.00;409832000.00;12.129.636;761.983.734;2,01;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JEC
SJM;JM Smucker;Consumer Staples;118,37;15,35;26.036.885;5,1;143,68;99.565;13612394896.00;1411300000.00;2.496.677;295.531.656;1,88;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM
JNJ;Johnson & Johnson;Health Care;126,36;17,31;25.566.885;0,39;148,32;113,15;353062464971.00;22430000000.00;46.326.222;5.853.781.412;4,74;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ
JCI;Johnson Controls International;Industrials;36,55;14;27.659.574;1,71;44,37;34,51;34822224800.00;4295000000.00;11.415.336;417.230.531;1,69;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI
JPM;JPMorgan Chase & Co.;Financials;107,88;15,43;19.845.841;6,3;1.173.529;81.635;386613611000.00;0.00;33.714.993;3.637.173.445;1,6;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM
JNPR;Juniper Networks;Information Technology;24,66;14,09;15.754.234;0,78;30,96;23,87;9267350000.00;1115500000.00;18.543.326;457.278.419;1,78;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR
KSU;Kansas City Southern;Industrials;103,53;19,8;13.445.379;9,16;114,85;81,54;11037040988.00;1295400000.00;4.281.897;443.304.796;2,39;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSU
K;Kellogg Co.;Consumer Staples;65,98;16,5;3.363.962;1,95;76,69;58,76;22182794875.00;1827000000.00;23.173.764;1.529.004.949;11,5;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K
KEY;KeyCorp;Financials;20,08;14,66;19.876.952;1,12;22,22;16,28;22589744920.00;0.00;3.270.451;65.670.656;1,55;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEY
KMB;Kimberly-Clark;Consumer Staples;111,69;17,93;35.599.859;6,41;136,21;109,67;39449596000.00;4033000000.00;21.947.837;2.451.353.915;151,66;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB
KIM;Kimco Realty;Real Estate;14,01;9,28;77.134.986;0,8;25,15;14,33;6180487499.00;701190000.00;70.508.943;987.830.291;1,2;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KIM
KMI;Kinder Morgan;Energy;16,8;25,07;2.891.845;0,01;22,75;16,56;38612712234.00;5981000000.00;2.823.936;47.442.125;1,07;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI
KLAC;KLA-Tencor Corp.;Information Technology;98,54;16,59;22.988.505;5,88;121,65;86,33;16078622033.00;1506642000.00;43.395.863;4.276.228.340;12,93;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC
KSS;Kohl's Corp.;Consumer Discretionary;60,34;16,01;34.965.036;3,12;69,14;35,16;10570861198.00;2286000000.00;0,8557757;52;2,04;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSS
KHC;Kraft Heinz Co;Consumer Staples;71,58;20,11;33.990.483;2,81;97,77;72,05;89618309338.00;7832000000.00;46.780.853;3.348.573.458;1,54;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC
KR;Kroger Co.;Consumer Staples;27,57;13,07;17.301.039;2,05;34,75;19,69;25471355847.00;5342000000.00;0,27961263;8;4,02;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR
LB;L Brands Inc.;Consumer Discretionary;47,77;12,77;4.886.988;3,98;63,1;35;13862042842.00;2329000000.00;17.060.977;815.002.871;1403,38;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB
LLL;L-3 Communications Holdings;Industrials;198,79;23,14;14.444.605;8,51;218.705;159,43;16229343134.00;1137000000.00;14.884.604;2.958.910.429;3,12;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLL
LH;Laboratory Corp. of America Holding;Health Care;165,46;17,79;0;7,02;181.715;130.292;17271388000.00;1861200000.00;22.459.624;3.716.169.387;2,71;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH
LRCX;Lam Research;Information Technology;162,23;16,29;11.652.974;9,22;219,7;1.131.982;27967534829.00;2967218000.00;30.405.293;4.932.650.683;4,52;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX
LEG;Leggett & Platt;Consumer Discretionary;43,99;17,88;31.454.785;2,76;54,97;42;6034600480.00;447000000.00;20.302.901;893.124.615;4,89;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEG
LEN;Lennar Corp.;Consumer Discretionary;59,11;15,35;0,26268265;3,38;72,17;43.647.053;14615967194.00;1405319000.00;11.468.264;677.889.085;1,76;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEN
LUK;Leucadia National Corp.;Financials;23,86;15,39;15.993.602;0,33;28,3;22,23;8910389431.00;2201336000.00;10.410.156;248.386.322;0,84;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUK
LLY;Lilly (Eli) & Co.;Health Care;74,21;17,34;29.327.424;-0,2;89,09;75,71;84475986228.00;3459800000.00;3.754.678;278.634.654;5,73;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY
LNC;Lincoln National;Financials;73,86;9,49;16.813.145;9,24;86,68;61,45;17123031000.00;0.00;1.201.944;88.775.584;1,04;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNC
LKQ;LKQ Corporation;Consumer Discretionary;38,86;21,35;0;1,5;438.599;27,85;12469931896.00;1065614000.00;1.723.609;66.979.446;3,02;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ
LMT;Lockheed Martin Corp.;Industrials;334,3;24,28;2.315.954;6,83;361,79;256,4;98102120000.00;7115000000.00;18.781.451;6.278.639.069;45,55;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT
L;Loews Corp.;Financials;46,05;15,99;45.131.636;1,93;53,59;45,01;16111166935.00;0.00;15.809.761;728.039.494;0,85;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L
LOW;Lowe's Cos.;Consumer Discretionary;95,01;23,87;16.413.131;3,46;108,98;70,76;82909678852.00;7858000000.00;15.653.384;1.487.228.014;14,1;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW
LYB;LyondellBasell;Materials;105,79;10,35;3.264.714;12,25;121,95;78,01;43556650000.00;6851000000.00;13.037.612;1.379.248.973;5,86;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB
MTB;M&T Bank Corp.;Financials;178,35;18,91;16.218.846;8,69;193,85;141,12;27840827434.00;0.00;46.277.885;8.253.660.790;1,79;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB
MAC;Macerich;Real Estate;58,36;14,81;49.177.604;3,43;69,73;52,12;8473119166.00;503183000.00;11.394.877;665.005.022;2,24;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAC
M;Macy's Inc.;Consumer Discretionary;24;7,67;6.098.546;1,98;33,73;17.405;7541063495.00;2446000000.00;0,45503208;11;1,69;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M
MRO;Marathon Oil Corp.;Energy;15,68;-32;12.247.398;-2,65;19,52;10,55;13875005314.00;2266000000.00;46.578.755;730.354.878;;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO
MPC;Marathon Petroleum;Energy;62,79;16,06;28.268.552;6,85;73,53;47,39;31633740000.00;5978000000.00;0,42713487;27;2,43;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC
MAR;Marriott Int'l.;Consumer Discretionary;133,88;32,73;0,9452879;2,67;149,21;853.725;50910130358.00;2620000000.00;29.997.249;4.016.031.696;11,02;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR
MMC;Marsh & McLennan;Financials;79,31;20,23;18.257.059;2,87;86,54;69,33;41819440000.00;3236000000.00;29.848.945;2.367.319.828;5,85;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC
MLM;Martin Marietta Materials;Materials;208,42;30,38;0,8042038;6,63;244,32;191,09;13756812736.00;975223000.00;4.416.998;920.590.723;3,03;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM
MAS;Masco Corp.;Industrials;40,7;22,12;0,98383695;1,47;46.445;31,29;13428792315.00;1179000000.00;2.308.266;93.946.426;11,93;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAS
MA;Mastercard Inc.;Information Technology;160,62;34,99;0,5926628;3,65;177,11;105,8;187102014193.00;7113000000.00;15.020.556;2.412.601.705;26,93;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA
MAT;Mattel Inc.;Consumer Discretionary;16;-14,68;0;-3,06;26,3;12,71;5843402350.00;-203599000.00;11.863.722;189.819.552;3,87;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAT
MKC;McCormick & Co.;Consumer Staples;101,36;23,91;20.261.056;3,73;109,67;90,25;13459353253.00;815700000.00;27.788.277;2.816.619.757;5,2;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC
MCD;McDonald's Corp.;Consumer Discretionary;158,97;23,83;2.437.994;6,36;178,7;124,36;132101623787.00;10515400000.00;5.770.237;917.294.576;146,07;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD
MCK;McKesson Corp.;Health Care;150,23;11,68;0,8898776;22,74;178,86;133,82;31534840262.00;7232000000.00;0,15318617;23;2,68;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK
MDT;Medtronic plc;Health Care;78,38;17,04;22.618.315;2,89;89,72;75,44;110107062300.00;9204000000.00;4.944.542;387.553.202;2,14;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT
MRK;Merck & Co.;Health Care;54,73;13,75;3.435.934;1,4;66,8;53,63;152241530340.00;8715000000.00;50.893.345;2.785.392.772;4,02;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK
MET;MetLife Inc.;Financials;44,28;8,52;34.587.116;0,63;56,58;44,58;48679364276.00;0.00;10.496.864;464.801.138;0,85;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MET
MTD;Mettler Toledo;Health Care;601;35,56;0;14,24;697,26;459,34;16420774443.00;666706000.00;8.372.307;5.031.756.507;31,69;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD
MGM;MGM Resorts International;Consumer Discretionary;33,5;29,65;12.687.428;1,92;38,41;25,15;19633674337.00;2680385000.00;22.276.719;746.270.087;3,09;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGM
KORS;Michael Kors Holdings;Consumer Discretionary;60,03;14,29;0;3,31;69,95;32,38;10053919023.00;456600000.00;31.455.927;1.888.299.298;5,4;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KORS
MCHP;Microchip Technology;Information Technology;79,9;21,77;17.512.966;0,66;99,17;69,76;19393095636.00;997492000.00;74.475.183;5.950.567.122;5,9;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP
MU;Micron Technology;Information Technology;40;9,01;0;4,36;49,89;22,64;48576791974.00;12541000000.00;21.912.806;876.512.240;2,02;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU
MSFT;Microsoft Corp.;Information Technology;85,01;25,76;18.747.908;2,97;96,07;63,22;689978437468.00;41079000000.00;71.130.967;6.046.843.505;9,49;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT
MAA;Mid-America Apartments;Real Estate;85,39;14,38;419.652;2,86;110,95;86,95;9992628990.00;871483000.00;66.291.075;5.660.594.894;1,6;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA
MHK;Mohawk Industries;Consumer Discretionary;256,57;19,08;0;12,48;286,85;209,9;19897356456.00;1750393000.00;27.977.824;7.178.270.304;2,88;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK
TAP;Molson Coors Brewing Company;Consumer Staples;74,51;17,66;21.533.613;9,27;102,14;75,79;12396862128.00;4708400000.00;12.371.694;921.814.920;1,34;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP
MDLZ;Mondelez International;Consumer Staples;42,68;19,85;19.977.299;1,91;47,23;39,19;65827817742.00;4355000000.00;25.708.609;1.097.243.432;2,52;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ
MON;Monsanto Co.;Materials;119,08;21,53;17.938.709;5,09;123,15;106,97;53076824328.00;4217000000.00;3.589.782;427.471.241;7,96;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MON
MNST;Monster Beverage;Consumer Staples;61,99;42,17;0;1,19;70.215;41,02;36403831015.00;1229478000.00;14.152.587;877.318.868;9,56;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST
MCO;Moody's Corp;Financials;152,14;26,55;1.114.065;1,35;167,23;106,48;30189978000.00;1238000000.00;9.932.974;1.511.202.664;73,84;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO
MS;Morgan Stanley;Financials;51,79;14,23;18.331.805;3,09;58,05;40,06;97535400000.00;0.00;22.258.842;1.152.785.427;1,33;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS
MSI;Motorola Solutions Inc.;Information Technology;98,74;19,03;20.266.979;-1,08;107,78;77,23;16626039679.00;1629000000.00;26.092.634;2.576.386.681;6,81;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI
MYL;Mylan N.V.;Health Care;39,25;8,35;0;0,93;47,82;29,39;21698849265.00;3113300000.00;25.358.944;995.338.552;1,63;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MYL
NDAQ;Nasdaq, Inc.;Financials;75,21;17,78;19.671.283;4,32;83,29;65,98;12844304115.00;1212000000.00;32.591.083;2.451.175.352;2,25;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ
NOV;National Oilwell Varco Inc.;Energy;32,64;-77,71;0,5873715;-6,4;41.895;29,9;12940096785.00;353000000.00;25.209.634;822.842.454;0,91;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOV
NAVI;Navient;Financials;13,38;7,56;45.584.044;1,01;16,97;11.481;3692691330.00;0.00;0,6986579;9;1,02;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NAVI
NTAP;NetApp;Information Technology;55,85;26,1;13.881.658;1,81;640.599;37,43;15375210915.00;1075000000.00;36.687.026;2.048.970.402;5,46;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP
NFLX;Netflix Inc.;Information Technology;250,1;200,08;0;1,25;286,81;138,26;114805404842.00;809028000.00;9.861.594;2.466.384.659;30,8;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
NWL;Newell Brands;Consumer Discretionary;27,91;9,72;31.228.786;1,17;55,08;23,85;14438346000.00;2021400000.00;12.810.479;357.540.469;1,01;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWL
NFX;Newfield Exploration Co;Energy;26,38;13,12;0;-6,5;43,74;24,41;5695123080.00;896000000.00;4.703.259;124.071.972;4,51;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFX
NEM;Newmont Mining Corporation;Materials;36,61;26,34;0,8101539;-1,18;42,04;31,42;19749449484.00;1509000000.00;37.076.392;1.357.366.711;1,81;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM
NWSA;News Corp. Class A;Consumer Discretionary;15,65;43,47;124.533;-1,28;17,29;12;9356906461.00;679000000.00;15.518.167;242.859.314;0,85;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA
NWS;News Corp. Class B;Consumer Discretionary;15,85;44,03;12.269.939;-1,28;17,7;12,35;9496735699.00;679000000.00;15.718.216;249.133.724;0,86;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWS
NEE;NextEra Energy;Utilities;145,29;21,65;26.537.917;11,39;159,64;124,18;69661177770.00;9018000000.00;4.091.698;594.482.802;2,75;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE
NLSN;Nielsen Holdings;Industrials;33,9;18,73;36.208.732;1,39;45,73;34,22;13377670080.00;1836000000.00;27.288.198;925.069.912;3,02;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NLSN
NKE;Nike;Consumer Discretionary;62,49;24,9;12.189.548;2,51;68,83;50,35;106776113744.00;5162000000.00;30.549.932;1.909.065.251;8,91;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE
NI;NiSource Inc.;Utilities;22,51;19,57;33.780.859;1,02;27,76;21,93;7776566371.00;1448600000.00;22.361.343;503.353.831;1,82;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI
NBL;Noble Energy Inc;Energy;25,43;105,96;14.771.049;-2,32;39,6;22.985;13177325251.00;-518000000.00;46.976.447;1.194.611.047;1,44;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NBL
JWN;Nordstrom;Consumer Discretionary;47,23;15,04;30.020.285;2,02;53;377.924;8212509855.00;1448000000.00;0,74603415;35;9,1;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JWN
NSC;Norfolk Southern Corp.;Industrials;136,89;20,65;2.018.503;18,73;1.571.499;109,27;40543547441.00;4737000000.00;38.525.908;5.273.811.546;3,09;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC
NTRS;Northern Trust Corp.;Financials;96,2;19,96;16.678.249;4,92;108,91;83,17;22908130223.00;0.00;4.031.728;387.852.234;2,44;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS
NOC;Northrop Grumman Corp.;Industrials;324,01;24,4;13.030.859;11,47;349,18;231,98;58782413951.00;3884000000.00;2.209.576;715.924.720;7,96;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC
NCLH;Norwegian Cruise Line;Consumer Discretionary;56,01;15,35;0;2,78;61,48;46,96;13191507318.00;1529401000.00;32.066.104;1.796.022.485;2,35;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCLH
NRG;NRG Energy;Utilities;24;17,78;14.195.584;-2,23;29,78;14,52;8030036023.00;1774000000.00;0,9933021;24;6,73;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NRG
NUE;Nucor Corp.;Materials;60,38;17,01;2.415.766;4,1;70,48;51,67;20003317128.00;2648729000.00;0,99837583;60;2,34;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE
NVDA;Nvidia Corporation;Information Technology;217,52;82,08;0,26223776;2,57;249,27;95,17;138652800000.00;3098000000.00;20.094.294;4.370.910.831;20,39;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
ORLY;O'Reilly Automotive;Consumer Discretionary;252,22;21,91;0;10,73;279,23;169,43;21433781860.00;1965187000.00;31.934.319;8.054.473.938;34,12;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY
OXY;Occidental Petroleum;Energy;68,47;195,63;44.081.864;-0,75;78,09;57,2;53467692395.00;5205000000.00;6.044.895;413.893.961;;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXY
OMC;Omnicom Group;Consumer Discretionary;75,91;15,27;31.838.684;4,79;86,71;65,32;17377551986.00;2366000000.00;15.327.156;1.163.484.412;6,66;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC
OKE;ONEOK;Energy;54,4;34;54.436.197;1,66;61,36;47,14;21988472489.00;1851783000.00;26.159.565;1.423.080.336;4,03;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OKE
ORCL;Oracle Corp.;Information Technology;46,84;18,81;15.551.463;2,2;53,14;40,01;202302349740.00;16545000000.00;52.561.646;2.461.987.499;3,56;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL
PCAR;PACCAR Inc.;Industrials;66,98;15,72;1.455.816;4,75;79,69;61,93;24152102921.00;3619200000.00;128.693;8.619.857;3,07;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR
PKG;Packaging Corporation of America;Materials;111,95;18,57;21.514.556;7,07;1.311.316;88,47;11051273948.00;1214900000.00;1.741.522;194.963.388;5,54;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG
PH;Parker-Hannifin;Industrials;174,51;21,6;14.401.833;7,24;212,8;145,38;24421668509.00;2092089000.00;18.652.664;3.255.076.395;4,39;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH
PDCO;Patterson Companies;Health Care;32,88;14,05;30.723.782;1,79;48.295;32,07;3209792400.00;359644000.00;0,7872792;26;2,34;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PDCO
PAYX;Paychex Inc.;Information Technology;61,86;27,49;30.892.801;2,26;73,1;54,2;23253666810.00;1414900000.00;7.248.487;448.391.406;11,77;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX
PYPL;PayPal;Information Technology;72,32;49,53;0;1,47;86,32;39,92;90708000000.00;2932000000.00;6.935.696;501.589.535;5,81;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL
PNR;Pentair Ltd.;Industrials;66,67;18,89;203.933;3,63;74,84;57,63;12466660892.00;863700000.00;25.191.512;1.679.518.105;2,48;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR
PBCT;People's United Financial;Financials;18,56;18,02;359.375;0,97;20,14;15.965;6527616000.00;0.00;39.272.704;728.901.386;1,17;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBCT
PEP;PepsiCo Inc.;Consumer Staples;110,15;21,51;28.370.044;4,36;122,51;104,77;161413271020.00;12843000000.00;36.705.062;4.043.062.579;;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP
PKI;PerkinElmer;Health Care;72,06;24,68;0,3695394;2,64;84,49;52,63;8351767268.00;445658000.00;37.116.463;2.674.612.324;3,25;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKI
PRGO;Perrigo;Health Care;84,44;;0,73126143;-28,01;95,93;63,68;12326379902.00;0.00;33.850.067;2.858.299.657;2,03;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRGO
PFE;Pfizer Inc.;Health Care;33,63;12,69;38.879.359;3,51;39,43;31,67;208505541949.00;20569000000.00;40.020.885;1.345.902.363;3,4;http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE
